artist,album,track,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
Catfish and the Bottlemen,The Balcony,Cocoon,1B241LRKmK6qDDTZfUajmm,0.446,0.91,7,-4.481,0.0652,0.000254,9.76e-05,0.077,0.325,133.053,236887,4,Energy
JAWNY,For Abby,Honeypie,6FfLg6FFqhCsrFOaHIGkg0,0.74,0.688,5,-4.361,0.0916,0.061,0,0.138,0.935,115.035,135581,4,Energy
Sundara Karma,Flame,Flame,2yf63OXOJ7F7dYz9UbwlBB,0.525,0.855,7,-4.641,0.0522,0.00118,0,0.281,0.211,100.028,227367,4,Energy
Sam Fender,Hypersonic Missiles,Hypersonic Missiles,6CltzquypraYIlWFp48m1O,0.551,0.814,4,-3.683,0.0425,0.00089,1.16e-06,0.18,0.469,130.971,237987,4,Energy
KAWALA,D.I.L.Y.D.,Do It Like You Do,4CY2KTkH9kh1Nw4wDL9xR5,0.653,0.893,8,-7.654,0.0562,0.241,0.000778,0.159,0.696,123.994,199275,4,Energy
Passion Pit,Gossamer,Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,0.566,0.755,11,-5.526,0.0368,0.0338,0,0.315,0.445,101.006,264493,4,Energy
Fickle Friends,You Are Someone Else,Swim,20PISOo4VbLz4yFH78Zv5R,0.594,0.774,5,-4.427,0.0387,0.0229,0,0.118,0.621,105.009,197507,4,Energy
Grouplove,Spreading Rumours,Ways to Go,57nNNkgk768QVXq3uHxu5e,0.577,0.827,7,-7.54,0.0365,0.00338,0.000647,0.26,0.179,101.031,215520,4,Energy
HAIM,Women In Music Pt III (Expanded Edition),Now I'm In It - Bonus Track,1DR2KXb0UvibcLsdDGVwwt,0.717,0.707,4,-9.495,0.0628,0.384,0.000117,0.161,0.206,105.014,204280,4,Energy
Magic Man,Before the Waves,Paris,6kF2DYkORE9d17oPFomMPJ,0.472,0.881,2,-5.252,0.0524,0.0876,0,0.0698,0.502,178.858,232747,4,Energy
Catfish and the Bottlemen,The Balance,Longshot,2VcS3oKcOPkubN9LVzZ96l,0.481,0.765,7,-4.025,0.0388,0.00381,0.000737,0.119,0.465,102.829,232960,4,Energy
Rex Orange County,Sunflower,Sunflower,4EpZ4eYuZOwPSSwyqpdHnJ,0.384,0.765,6,-4.463,0.0579,0.646,0.00352,0.522,0.567,129.903,252231,4,Energy
Of Monsters and Men,My Head Is An Animal,Little Talks,2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1,-5.177,0.032,0.0206,0,0.146,0.417,102.961,266600,4,Energy
Lorde,Melodrama,Green Light,6ie2Bw3xLj2JcGowOlcMhb,0.594,0.721,2,-7.812,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4,Energy
St. Lucia,Matter,Dancing On Glass,0aersVHlGGXcHeRvHtuaSt,0.564,0.945,1,-4.705,0.0493,0.0189,0,0.359,0.399,101.003,246333,4,Energy
The 1975,The 1975,Sex,67ispalOAo3jnZWYSTTfZk,0.408,0.974,2,-4.139,0.126,1.31e-05,4.86e-05,0.526,0.173,148.298,207002,4,Energy
Vance Joy,Dream Your Life Away (Special Edition),Fire and the Flood,6liNJDyWJjyHAgDnAX95bw,0.596,0.827,5,-4.402,0.0372,0.0242,0,0.0958,0.329,115.034,249382,4,Energy
Arctic Monkeys,AM,Snap Out Of It,0NdTUS4UiNYCNn5FgVqKQY,0.728,0.638,5,-6.455,0.0336,0.249,0,0.116,0.872,130.014,193030,4,Energy
Of Monsters and Men,My Head Is An Animal,Mountain Sound,3SPVZJzf1Hs30rB6yXVf2y,0.379,0.878,1,-4.338,0.0359,0.042,0.00431,0.146,0.381,102.023,211453,4,Energy
Beach Bunny,Prom Queen,Prom Queen,6MpCaSIOfqBqbMED4kXgNY,0.528,0.797,4,-7.487,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4,Energy
Blossoms,Cool Like You (Deluxe),There's A Reason Why (I Never Returned Your Calls),5pVbLYTdihSKd8Kylfhwa7,0.493,0.882,11,-5.37,0.046,0.0166,2.97e-06,0.188,0.685,123.985,222489,4,Energy
girl in red,dead girl in the pool.,dead girl in the pool.,5MAjVARSIDzwz8jFG36hFu,0.689,0.662,7,-6.732,0.0612,0.218,3.25e-05,0.395,0.673,129.957,186643,4,Energy
Bastille,Doom Days,Joy,6Tt1P5CLUrl59oSOTVxON0,0.555,0.923,6,-4.748,0.161,0.197,0,0.0778,0.363,118.007,192681,4,Energy
Two Door Cinema Club,Next Year,Next Year,52kisXmavD73BctnmcFhhY,0.568,0.804,2,-4.783,0.0735,0.00282,0.00103,0.071,0.464,127.523,251480,4,Energy
Vampire Weekend,Modern Vampires of the City,Unbelievers,7psPPGwhFzP3pyOcb3ivcT,0.644,0.811,11,-7.681,0.0499,0.142,0.000629,0.169,0.831,154.903,202667,4,Energy
The 1975,A Brief Inquiry Into Online Relationships,Give Yourself A Try,4rmIfFUZhhi9sS5IYtpkXw,0.334,0.786,11,-5.002,0.0592,3.17e-05,0,0.517,0.901,182.933,196589,4,Energy
The Drums,Portamento,Money,3VIJBrMpvimHEw5wtPh2wB,0.603,0.918,4,-6.652,0.0641,0.216,0.146,0.284,0.452,102.473,233639,4,Energy
The Wombats,Glitterbug,Give Me a Try,7ayoL7WrBQP3ccJqELQXFK,0.623,0.922,1,-3.013,0.0534,0.000815,0,0.069,0.681,135.976,228471,4,Energy
The Kooks,Listen,Bad Habit,3huV7eiNpaQlCB3LbZi9bB,0.733,0.882,0,-4.199,0.0389,0.051,9.92e-06,0.131,0.854,123.071,221413,4,Energy
The Mowgli's,Kids In Love,I'm Good,5KQDGl3vAkNGyfvSbaW89E,0.612,0.921,0,-5.338,0.0705,0.0115,0,0.166,0.674,96.042,166893,4,Energy
MGMT,Oracular Spectacular,Kids,1jJci4qxiYcOHhQR247rEU,0.451,0.931,9,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,4,Energy
The Vaccines,What Did You Expect from The Vaccines?,If You Wanna,6Ca3uEAuun3HusTUiIXKs1,0.353,0.866,2,-3.274,0.0392,3.03e-05,3e-05,0.295,0.544,165.215,174013,4,Energy
Neon Trees,Pop Psychology,Sleeping With A Friend,6fFuOXIrVHUmSI8IM889wa,0.579,0.888,2,-4.255,0.036,0.00209,7.73e-06,0.323,0.486,107.037,228840,4,Energy
Two Door Cinema Club,Four Words To Stand On,New Houses,2oJmogP5Oji56UmSh8gPeO,0.406,0.864,6,-4.37,0.0421,0.0325,1.28e-05,0.121,0.45,144.91,199160,4,Energy
The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",The Sound,7h6lpVuSGPW6RNjDXKpYDh,0.648,0.936,0,-4.745,0.0762,0.085,6.93e-06,0.482,0.566,120.708,248880,4,Energy
The Wombats,Beautiful People Will Ruin Your Life (Extended Version),Bee-Sting,0Irnw775vIj4UjNl8vaeOX,0.65,0.866,11,-3.712,0.0343,0.0457,0,0.0682,0.717,115.001,214433,4,Energy
The Head And The Heart,Signs of Light,All We Ever Knew,72zmwnbXjx9fMUjw3mbDSs,0.487,0.724,0,-5.905,0.0289,0.00224,1.03e-05,0.213,0.546,102.03,225560,4,Energy
Hazel English,Never Going Home,Never Going Home,4owKdwOIG7qs89ZfGv2PZg,0.428,0.768,2,-5.845,0.0301,0.0779,0.646,0.0905,0.31,161.909,235907,4,Energy
New Politics,A Bad Girl In Harlem,Harlem,573latfTMO7SpGtStVrQx5,0.603,0.952,6,-3.699,0.0947,0.00189,0.000445,0.317,0.588,133.97,163627,4,Energy
Alvvays,Alvvays,Adult Diversion,22cDldSuj9rgIMXwn4Ofn0,0.327,0.948,8,-4.355,0.0711,0.0355,0.515,0.126,0.469,177.328,207640,4,Energy
Arctic Monkeys,AM,Arabella,7nzsY8vlnKdvGOEE0rjAXZ,0.579,0.558,2,-6.986,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357,4,Energy
Sam Fender,Hypersonic Missiles,Will We Talk?,5g0HSob4PEq7M8blV6y70i,0.296,0.925,1,-0.783,0.0767,0.00128,0.000315,0.0797,0.607,204.111,162600,4,Energy
The Wombats,Beautiful People Will Ruin Your Life,Cheetah Tongue,4w9TBRGhvbhiLQB8jVCusl,0.533,0.967,2,-3.066,0.057,0.0426,0.000432,0.132,0.603,95.008,219482,4,Energy
Miike Snow,iii,Genghis Khan,6MDijuuArPJv1vbp7K1x3f,0.688,0.847,10,-3.238,0.0508,0.04,2.81e-06,0.598,0.453,93.979,212147,4,Energy
Metric,Black Sheep,Black Sheep,72hSmnleYTiiOo23q8ZJIS,0.509,0.646,11,-6.285,0.0365,0.00028,0.00468,0.0973,0.142,124.014,297460,4,Energy
Best Coast,California Nights,Feeling Ok,0hgsUnkawqDllP4OF4g9MN,0.438,0.913,9,-3.438,0.0558,0.000142,0.00393,0.145,0.21,118.963,196160,4,Energy
Cage The Elephant,Tell Me I'm Pretty,Mess Around,0X0Lz7LwpiIWcdGqVWaxXD,0.423,0.931,11,-5.225,0.0539,0.0119,0.00104,0.629,0.61,150.385,173173,4,Energy
Lord Huron,Strange Trails,Fool for Love,34pj71vgxTPZxpqXOLYL1I,0.617,0.764,5,-6.259,0.036,0.6,0.257,0.111,0.233,91.0,274705,4,Energy
Foals,Part 1 Everything Not Saved Will Be Lost,On The Luna,0Sfj5fPqZzCq9o3f1NNphz,0.525,0.976,0,-2.023,0.0479,0.0662,0.000392,0.0804,0.855,138.984,192695,4,Energy
Cold War Kids,Dear Miss Lonelyhearts,Miracle Mile,7lMQmn9eXfnUwkrYcpHwvr,0.355,0.868,2,-3.144,0.0733,0.00659,0.545,0.323,0.309,142.844,180133,4,Energy
Tame Impala,Currents,Let It Happen,2X485T9Z5Ly0xyaghN73ed,0.602,0.881,1,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,4,Energy
Future Generations,Stars,Stars,3cV7urlavfJPXy4GXs7iTJ,0.388,0.842,9,-3.651,0.0278,0.000864,0.00295,0.322,0.475,88.335,233686,4,Energy
Blossoms,Blossoms,Charlemagne,7H5WVBQdSnJ1zmu8JoD6pg,0.544,0.925,9,-3.828,0.0406,0.00327,0.000399,0.284,0.789,101.984,166792,4,Energy
WALK THE MOON,Walk The Moon,Tightrope,44psOy0D0SP8rcIiUgKgBs,0.467,0.794,1,-6.174,0.0349,8.39e-05,0.00204,0.103,0.589,162.435,209187,4,Energy
M83,"Hurry Up, We're Dreaming",Midnight City,1eyzqe2QqGZUmfcPZtrIyt,0.526,0.712,11,-6.525,0.0356,0.0161,0,0.179,0.32,105.009,241440,4,Energy
WALLA,101,101,3HYXqOAm2Q8b2OyYqzv8d4,0.71,0.827,0,-5.244,0.032,0.0437,1.28e-05,0.0896,0.833,110.003,203500,4,Energy
Arctic Monkeys,AM,R U Mine?,2AT8iROs4FQueDv2c8q2KE,0.288,0.758,6,-5.692,0.0371,0.00616,0,0.303,0.619,97.094,201726,4,Energy
Bastille,Quarter Past Midnight,Quarter Past Midnight,1etiUDkISHELzQGMY79ryt,0.504,0.821,8,-3.356,0.0598,0.275,0,0.0418,0.458,155.131,201799,4,Energy
