artist,album,track,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
Ashnikko,Daisy,Daisy,0AUvWawuP0ibk4SQ3sIZjk,0.834,0.663,8,-6.143,0.133,0.235,0.0,0.372,0.774,121.876,146523,4,Angry
League of Legends,Phoenix,Phoenix,6zAiRKvAMlXHxEtyO4yxIO,0.42,0.723,10,-6.86,0.175,0.0638,1.17e-05,0.123,0.288,167.806,197634,4,Angry
AViVA,Evil (Acoustic),Evil - Acoustic,1LixJp51JeZdFq2kZZ4Zqk,0.663,0.355,9,-9.13,0.0724,0.835,0.0,0.144,0.353,79.936,195750,4,Angry
Billie Eilish,Therefore I Am,Therefore I Am,54bFM56PmE4YLRnqpW6Tha,0.889,0.34,11,-7.773,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4,Angry
Various Artists,Heathers: The Musical (World Premiere Cast Recording),Candy Store,13Soih2NRLeDx8Unbr22mx,0.728,0.525,1,-5.91,0.171,0.585,0.0,0.0962,0.779,141.855,172827,4,Angry
Penelope Scott,Public Void,Rät,25z6kpmIwkCUqk2IORrJ5v,0.591,0.45,5,-13.291,0.26,0.312,0.000116,0.147,0.304,144.201,194165,4,Angry
Caleb Hyles,Other Friends,Other Friends,26rvZvXZsbizgU7hsO9zN8,0.627,0.609,4,-8.427,0.205,0.05,0.0,0.194,0.575,118.161,170267,4,Angry
Halsey,BADLANDS,New Americana,6Xs7OKt6i0Ddq8B4M5Dgvr,0.339,0.707,0,-5.121,0.0428,0.0113,0.0,0.337,0.359,173.993,183808,4,Angry
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,Angry
The Living Tombstone,Die In a Fire,Die In a Fire (feat. EileMonty & Orko),4ujxDgeTs9YpwMKHSmZ4qc,0.535,0.672,3,-4.417,0.0699,0.0275,0.0,0.327,0.521,110.048,185477,4,Angry
AViVA,QUEEN OF THE FREAKS,QUEEN OF THE FREAKS,1B3jrw2Wis7EgeGfixMfXX,0.803,0.529,1,-5.621,0.0496,0.073,0.0,0.0436,0.57,120.037,214800,4,Angry
AViVA,HYPNOTIZED,HYPNOTIZED,7sE14UBCcmorT5ACW9tKoE,0.654,0.638,9,-7.055,0.0362,0.0422,0.000182,0.298,0.356,130.046,206315,4,Angry
CreepP,TV (Deluxe Edition),Karma,1IB075Bmg6lIuDcD8IRJwC,0.405,0.855,7,-4.501,0.295,0.0997,2.12e-05,0.131,0.273,134.189,234715,4,Angry
Snail's House,Ordinary Songs 2,Hot Milk,4mCwspCTPF1aoWUNxsS5aD,0.694,0.582,2,-8.33,0.069,9.13e-05,0.0151,0.187,0.302,74.992,246583,4,Angry
Ghost and Pals,Thanks to You Song,Amygdala's Rag Doll,11LOpncQm2hylzwfvG2j7q,0.592,0.793,9,-8.248,0.0492,0.718,0.035,0.303,0.607,158.953,275383,4,Angry
Eddie Perfect,Beetlejuice (Original Broadway Cast Recording),Dead Mom,7fRt5HCt4KgLlH45wFQCho,0.528,0.477,2,-6.552,0.0319,0.291,0.0,0.0965,0.247,135.315,184147,4,Angry
Molly Kate Kestner,Prom Queen,Prom Queen,2WEAKylXBPr9PJNANBSTDG,0.601,0.706,6,-4.537,0.0458,0.0495,0.0,0.0982,0.249,91.996,226143,4,Angry
Melanie Martinez,K-12,Drama Club,6FcNLunvzsHCVVf4TGYULM,0.633,0.655,5,-6.653,0.0622,0.375,0.0,0.145,0.512,74.052,225641,4,Angry
Kikuo,Kikuo Miku 3,"Love me, Love me, Love me",4qCnVyVr33n54kePfse8ED,0.605,0.842,8,-4.747,0.0509,0.0862,3.08e-06,0.106,0.35,115.008,252000,3,Angry
Mother Mother,O My Heart,Hayloft,2ZPw5uyVI5m1nSvjQYmf3j,0.527,0.922,9,-2.666,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680,4,Angry
Lil Darkie,HAHA,HAHA,18Gcl5bxdd8bpBhWOj1rCR,0.714,0.82,1,-1.102,0.444,0.34,0.0,0.0801,0.904,78.032,160000,4,Angry
KIRA,The Introduction,MONSTER,08DlU63itukHK9nQQUvTYW,0.641,0.813,4,-4.298,0.0312,0.00363,0.00123,0.0744,0.59,118.005,213139,4,Angry
Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),The Other Side,2cKovq3l6OJjhVVDbVKOsr,0.638,0.795,0,-8.45,0.302,0.00433,0.00139,0.153,0.31,153.99,214373,4,Angry
blackbear,everything means nothing,queen of broken hearts,1HKl3RJInVzf5ObVnM644j,0.717,0.712,0,-6.098,0.0765,0.00663,0.0,0.0756,0.825,97.019,171172,4,Angry
Eminem,The Marshall Mathers LP2,The Monster,48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,4,Angry
MISSIO,Loner,Everybody Gets High,3nH3Gtm9GQVfiaYDr4AXji,0.432,0.558,11,-6.843,0.286,0.0234,0.000358,0.0924,0.46,58.748,212093,4,Angry
MePemuro,VILLAIN (slowed + reeverb) [Slowed],VILLAIN (slowed + reeverb) - Slowed,11gYK8RaCl6meov7q4JJcS,0.644,0.391,8,-13.562,0.0414,0.0311,0.0,0.0872,0.278,139.981,229277,4,Angry
Jorge Aguilar II,Trust Me (feat. Elizabeth Ann),Trust Me,6FP8c27to7XFduVv2KoA3F,0.793,0.483,1,-7.442,0.0376,0.372,0.00368,0.164,0.256,100.044,230000,4,Angry
Demi Lovato,Tell Me You Love Me (Deluxe),Sorry Not Sorry,7gvd8xj4QgPqbQSsn5pV7d,0.705,0.64,11,-6.928,0.225,0.0237,0,0.262,0.887,144.077,203760,4,Angry
Dua Lipa,Break My Heart,Break My Heart,6ftrW1qJ3TPKk1W0A0qMwO,0.73,0.694,4,-4.47,0.0891,0.167,1.05e-06,0.331,0.496,113.011,221820,4,Angry
Bea Miller,it's not u it's me,it's not u it's me,7cLm450e9XaPrEZTSTsfwU,0.776,0.568,0,-6.419,0.125,0.0204,1.69e-05,0.078,0.749,150.901,194526,4,Angry
Kelly Clarkson,Breakaway,Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960,4,Angry
Meghan Trainor,NO,NO,0NmeI6UpRE27dxxgosD5n9,0.742,0.809,1,-3.591,0.176,0.0116,2.77e-06,0.726,0.632,93.95,213524,4,Angry
Various Artists,Suicide Squad: The Album,Gangsta,1W7zkKgRv9mrLbfdQ8XyH3,0.439,0.447,10,-8.318,0.0436,0.111,0,0.303,0.11,121.48,177029,4,Angry
JoJo,Mad Love. (Deluxe),Fuck Apologies. (feat. Wiz Khalifa),7AVF7kutqdQyamkw6q4d7x,0.522,0.577,0,-6.782,0.309,0.0234,0,0.15,0.386,191.662,195413,3,Angry
Oceans Ahead,2 Good,2 Good,0V45nGnVyrEjB6ixCndY4O,0.574,0.446,2,-5.884,0.117,0.653,0,0.438,0.355,106.038,163714,4,Angry
Lily Allen,"It's Not Me, It's You",Fuck You,6ylAVPbjRQoNY0khgh63Jf,0.775,0.904,1,-4.08,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893,4,Angry
Ariana Grande,"thank u, next","thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,0.0658,0.229,0,0.101,0.412,106.966,207320,4,Angry
Katy Perry,One Of The Boys,Hot N Cold,1TEjSXPdAakDotj2Wji3PU,0.706,0.841,7,-3.956,0.0418,7.95e-05,0,0.0688,0.861,132.032,220227,4,Angry
Various Artists,Suicide Squad: The Album,Standing in the Rain (with Mark Ronson & Dan Auerbach),6p586xRu0OuyR1ftsTvFoz,0.642,0.901,1,-3.688,0.0773,0.0168,1.97e-06,0.0887,0.352,100.039,202145,4,Angry
blackbear,everything means nothing,hot girl bummer,2mt1IqcFyY1zmYZT8Q3xw9,0.782,0.559,6,-7.106,0.0767,0.125,0,0.385,0.685,129.992,188344,1,Angry
Justin Timberlake,Justified,Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.654,8,-6.582,0.183,0.577,0,0.104,0.564,73.898,288333,4,Angry
Big Sean,Dark Sky Paradise (Deluxe),I Don't Fuck With You,4qo0aBXSAj5WaXzpKzcXWj,0.823,0.733,1,-5.474,0.0628,0.0349,0,0.324,0.397,97.972,284387,4,Angry
Oceans Ahead,Traffic Lights,Traffic Lights,4Wmi9YUyrXpHrI7IzpxmDk,0.939,0.842,1,-4.112,0.119,0.217,4.1e-06,0.161,0.536,116.063,156983,4,Angry
Ashe,Moral of the Story,Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,0.572,0.406,10,-8.624,0.0427,0.587,4.48e-06,0.102,0.265,119.812,201084,4,Angry
Iggy Azalea,The New Classic (Deluxe Version),Fancy,3W3KtDwAIg3mAruSpnfG3Q,0.912,0.716,10,-4.141,0.0697,0.0904,0,0.0491,0.377,94.981,199938,4,Angry
Oceans Ahead,Hands,Hands,2lHZ4KkOCMPoACuiXS5r5c,0.739,0.466,5,-8.926,0.0797,0.485,0,0.108,0.305,131.899,123636,4,Angry
Underworld,Born Slippy (Nuxx) [Radio Edit],Born Slippy (Nuxx) - Radio Edit,3bUNyRrTFJDd4mqvUcb1Aa,0.542,0.966,10,-8.255,0.0421,0.00107,0.128,0.0984,0.351,140.071,264187,4,Angry
Melanie Martinez,Copy Cat (feat. Tierra Whack),Copy Cat (feat. Tierra Whack),4AhAT2GxKdNYWc5bmdoAES,0.714,0.454,0,-8.899,0.166,0.618,0,0.0586,0.81,175.537,232691,3,Angry
Anne-Marie,Ciao Adios,Ciao Adios,3EfugazgSddQvzZpkof5I4,0.698,0.882,4,-3.078,0.0863,0.127,0,0.15,0.445,106.083,200105,4,Angry
Cardi B,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1,-7.509,0.375,0.0194,0,0.0824,0.357,133.073,187541,4,Angry
Diana Gordon,Woman,Woman,6y9tReT7vv75yOzYonZlCN,0.592,0.748,4,-2.723,0.0524,0.0727,0,0.378,0.582,89.985,162289,4,Angry
P!nk,Funhouse (Expanded Edition),So What,0JiY190vktuhSGN6aqJdrt,0.534,0.87,11,-3.078,0.0425,0.000334,0,0.241,0.462,126.019,215160,4,Angry
Doja Cat,Hot Pink,Say So,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.583,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,Angry
TT The Artist,Diamonds,Diamonds,5w0QQ6gJId9piIveSua8IY,0.586,0.529,1,-6.771,0.221,0.146,5.7e-05,0.0748,0.438,94.967,205585,4,Angry
Labrinth,Euphoria (Original Score from the HBO Series),Still Don't Know My Name,6N22FZs2ZhPBYi3b9XPajV,0.316,0.63,5,-5.963,0.117,0.471,0.262,0.205,0.313,89.643,153294,1,Angry
JGrrey,For Keeps,For Keeps,1nPgx4Q9edLlooxkg46HrA,0.715,0.735,9,-7.067,0.106,0.0124,0.000367,0.386,0.792,102.976,172910,4,Angry
Boyfriend,Re: Future,Re: Future,2g47KvSKPUmSQM5yv9dMXr,0.421,0.838,0,-5.217,0.179,0.493,0.00235,0.184,0.514,159.508,182000,4,Angry
Mikhail Mironov,DOB,DOB,5DlHaRVrWLM2z6Km2QR92I,0.871,0.599,5,-6.554,0.0416,0.19,1.22e-05,0.108,0.896,139.962,192000,4,Angry
Oceans Ahead,Tongue Tied,Tongue Tied,0mdYQcdcbqHZWfjHMFlTO2,0.79,0.554,1,-6.933,0.0394,0.0545,0,0.231,0.294,113.015,159007,4,Angry
Nao,For All We Know,Fool to Love,0uII79GWhvmTIvruhfIXlf,0.542,0.558,11,-6.654,0.262,0.265,0,0.117,0.758,94.11,206160,4,Angry
Doja Cat,Amala (Deluxe Version),Juicy,4cTm3Ev9bUvy4ChJjB1nhl,0.77,0.697,0,-2.644,0.0607,0.0817,0,0.0663,0.428,170.084,199587,4,Angry
Vagabon,Vagabon,Water Me Down,1CON7om9HhIyr8cuZ6WmzC,0.792,0.723,1,-9.673,0.0469,0.361,0.0919,0.103,0.19,115.425,272230,4,Angry
JVKE,Upside Down,Upside Down,614OkajfRPH8V0ugNQnduP,0.88,0.501,2,-6.774,0.062,0.0494,0.0695,0.436,0.459,120.038,114500,4,Angry
Oceans Ahead,Traffic Lights,Traffic Lights,4Wmi9YUyrXpHrI7IzpxmDk,0.939,0.842,1,-4.112,0.119,0.217,4.1e-06,0.161,0.536,116.063,156983,4,Angry
24kGoldn,Mood (feat. iann dior),Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,7,-3.558,0.0369,0.221,0,0.272,0.756,90.989,140526,4,Angry
Sista Prod,Eyes Blue Like The Atlantic,Eyes Blue Like The Atlantic,2RrZbxdl9nuFMCrO71tXTG,0.736,0.279,9,-16.926,0.903,0.65,0.000312,0.246,0.476,76.431,154550,4,Angry
Oceans Ahead,Down,Down,2LJNrBVuCNjU0qoSYZNyTU,0.835,0.407,11,-13.217,0.0442,0.53,0.0681,0.178,0.331,109.987,171240,4,Angry
Claire Rosinkranz,BeVerly Hills BoYfRiEnd,Backyard Boy,0y9fkzOaaQy4Up22BGUbIp,0.819,0.642,5,-7.037,0.189,0.336,0,0.0735,0.452,138.026,129241,4,Angry
WhoHeem,Lets Link,Lets Link,0wYOlCybpxFc2azWLyYj0S,0.839,0.683,10,-9.232,0.165,0.00667,0,0.241,0.522,120.003,159955,4,Angry
Bea Miller,feel something,feel something,7JDWhC422Gtk1Bq0mL3OTC,0.74,0.415,0,-8.914,0.0707,0.242,0.000156,0.319,0.156,136.029,180161,4,Angry
Fat Joe,Plata O Plomo,All The Way Up,7Ezwtgfw7khBrpvaNPtMoT,0.414,0.807,10,-4.12,0.348,0.0428,0,0.822,0.409,175.158,191901,4,Angry
Saweetie,Tap In,Tap In,4Hpib09wXgD84w4uwTPnYD,0.954,0.696,10,-7.117,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,Angry
Oceans Ahead,Falling,Falling,5lqyq2BhSjFZUp8bTsJBlx,0.652,0.559,4,-5.683,0.104,0.38,1.27e-06,0.131,0.165,83.914,166211,4,Angry
salem ilese,Mad at Disney,Mad at Disney,7aGyRfJWtLqgJaZoG9lJhE,0.738,0.621,0,-7.313,0.0486,0.424,7.39e-06,0.692,0.715,113.968,136839,4,Angry
Joji,Gimme Love (Channel Tres Remix),Gimme Love,7AoeZsOn7vyWUL6p8TEHf8,0.484,0.632,5,-6.917,0.0976,0.695,0.0243,0.209,0.0736,126.384,214558,3,Angry
Flo Grell,keep it up,keep it up,4jwrDYZ22n9TzY7Nywrshs,0.796,0.574,11,-8.935,0.161,0.0108,0.0176,0.562,0.606,122.04,212459,4,Angry
Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0.135,0.731,0,0.696,0.348,144.026,173333,4,Angry
